"sitesCode","acer.freem","acer.ginna","acer.negun","acer.nigru","acer.plata","acer.rinum","acer.rubru","acer.sacch","acer.tatar","aescu.hippo","amela.laevi","betul.alleg","betul.papyr","betul.popul","carpi.carol","carya.cordi","carya.ovata","celti.occid","cercis.canad","fagus.grand","fraxi.cf.penns","fraxi.nigra","jugla.ciner","malus.pumil","ostry.virgi","picea.abies","picea.glauc","pinus.resin","pinus.strob","popul.balsa","popul.delto","popul.grand","popul.jacki","popul.tremu","prunu.pensy","prunu.serot","querc.bicol","querc.macro","querc.rubra","robin.pseud","salix.amygd","salix.fragi","salix.nigra","thuja.occid","tilia.ameri","tilia.corda","tsuga.canad","ulmus.ameri","ulmus.pumil","ulmus.rubra"
"aj11e",0,0,0,0,0,0.441786466911065,0,0,0,0,0,0,0,9.96473919810512,0,0,0,0,0,0,0.441786466911065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441786466911065,1.22718463030851,0,0,0,0,0,0,0,0.441786466911065,0,0,3.43611696486384,0,0
"aj12eXYZ",0,0,0,0,0,0,0,0,0,0,0.441786466911065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73064127613788,0,1.66897109721958,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"aj13e",0,0,0,0,0,2.11075756413064,0,0,0,0,1.32535940073319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441786466911065,0,0,0,0,0,0,0,0,0.441786466911065,0,0,4.85965113602171,0,0
"aj2c",0,0,0,0,0,18.2114199137783,1.66897109721958,0,0,0,0.441786466911065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00691329165873,0,0,1.32535940073319,0,3.68155389092554,0,0,0,0,1.32535940073319,0,0,0,1.32535940073319,0,0
"aj3c",0,0,0,0,0,5.84139884026852,0.441786466911065,2.65071880146639,0,0,0,0,0,0,0,0,0,0,0,6.18501053675491,0,0,0,0,2.65071880146639,0,0,0,0,4.81056375080937,0,0,0,0,0,0,3.97607820219958,0,3.33794219443916,0,0,0,0,0,4.51603943953533,0,6.08683576633022,0,0,0
"aj4c",0,0,0,0,0,9.91565181289279,3.09250526837745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.883572933822129,0,0,0,0,0,0,0,0,0,0,0,1.22718463030851,0,7.60854470791278,0,0,0,0,0,0,0,0,0,0,0
"aj5c",0,0,0,0,0,0.883572933822129,1.22718463030851,0,0,0,0,0,0,0,2.20893233455532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8187208320796,0,2.11075756413064,0,0,0,0,0,0,0,0,0,0,0,0.441786466911065,0,0
"aj6c",0,0,0,0,0,15.2661768010379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.883572933822129,0,0
"aj7c",0,0,0,0,0,0,0,18.1132451433536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22718463030851,0,0,0.441786466911065,0,0
"aj8e",0,0,0,0,0,3.33794219443916,0,1.22718463030851,0,0,0,0,0,0,2.65071880146639,0,0,0,0,0,0,0,0,0,0.883572933822129,0,0,0,0,0,0,0,0,0.883572933822129,0,0.441786466911065,0,3.97607820219958,0,0,0,0,0,0,3.6324665057132,0,0,2.11075756413064,0,0
